"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2151","add products in cart and checkout","","Fri Jan 17 20:19:31 GMT 2025","passed","Fri Jan 17 20:19:33 GMT 2025","","Add Products in Cart and Checkout","Add Products in Cart and Checkout","add products in cart and checkout"
